Pass-Simple pass-accurate,Pass-High pass-accurate,Pass-Head pass-accurate,Pass-Simple pass-not accurate,Duel-Air duel-accurate,Duel-Air duel-not accurate,Pass-High pass-not accurate,Pass-Head pass-not accurate,Duel-Ground loose ball duel-not accurate,Duel-Ground attacking duel-accurate,Free Kick-Free Kick-accurate,Pass-Cross-assist,Pass-Cross-accurate,Shot-Shot-accurate,Duel-Ground loose ball duel-accurate,Duel-Ground defending duel-accurate,Others on the ball-Clearance-not accurate,Duel-Ground defending duel-not accurate,Others on the ball-Touch-interception,Duel-Ground attacking duel-not accurate,Others on the ball-Acceleration-accurate,Shot-Shot-not accurate,Free Kick-Corner-accurate,Foul,Free Kick-Throw in-accurate,Free Kick-Throw in-not accurate,Others on the ball-Touch,Pass-Cross-not accurate,Pass-Smart pass-accurate,Pass-Cross-key pass,Pass-Smart pass-not accurate,Free Kick-Corner-not accurate,Others on the ball-Clearance-accurate,Others on the ball-Touch-missed ball,Pass-Simple pass-assist,Pass-Launch-accurate,Pass-Smart pass-key pass,Pass-Simple pass-key pass,Pass-Launch-not accurate,Free Kick-Free Kick-not accurate,Pass-Head pass-assist,Others on the ball-Touch-counter attack,Free Kick-Free kick cross-accurate,Foul-yellow card,Others on the ball-Touch-opportunity,Others on the ball-Touch-feint,Free Kick-Free kick shot-accurate,Pass-High pass-key pass,Free Kick-Free kick shot-not accurate,Pass-Smart pass-assist,Free Kick-Free kick cross-not accurate,Others on the ball-Clearance,Others on the ball-Acceleration-not accurate,Free Kick-Goal kick,Others on the ball-Touch-dangerous ball lost,Foul-red card,Foul-second yellow card,Pass-Head pass-key pass,Free Kick-Penalty,Free Kick-Penalty-not accurate,Pass-High pass-assist,Pass-Hand pass-accurate,w-dl
260,25,-5,1,13,-13,4,0,10,36,6,0,-1,2,-10,-24,-18,-20,-10,8,3,3,6,-1,12,2,20,1,7,0,4,1,0,-4,0,0,1,1,-4,0,0,0,-1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
43,-3,-11,-3,8,-8,4,1,0,5,0,0,-1,-6,0,-1,1,-2,-6,-1,-2,-1,2,-1,1,3,6,3,1,0,6,-1,0,-8,0,0,0,0,0,0,0,1,1,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
-43,3,11,3,-8,8,-4,-1,0,-5,0,0,1,6,0,1,-1,2,6,1,2,1,-2,1,-1,-3,-6,-3,-1,1,-6,1,0,8,1,1,1,0,0,3,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
232,17,11,20,-3,3,-2,4,-5,-7,7,0,0,-5,5,9,-10,-3,-11,1,0,2,3,1,11,2,1,5,1,1,2,-1,-1,2,0,-8,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1
-232,-17,-11,-20,3,-3,2,-4,5,7,-7,0,0,5,-5,-9,10,3,11,-1,0,-2,-3,-1,-11,-2,-1,-5,-1,0,-2,1,1,-2,0,8,1,0,-2,0,0,1,-1,3,1,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1
205,13,-9,5,-2,3,15,5,-5,14,2,0,9,0,5,-10,-16,-5,-2,1,4,5,4,5,23,0,16,11,4,0,0,1,-3,2,0,-1,0,1,0,0,0,0,-3,0,2,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1
-205,-13,9,-5,2,-3,-15,-5,5,-14,-2,0,-9,0,-5,10,16,5,2,-1,-4,-5,0,-5,-23,5,-16,-11,0,0,0,0,3,-2,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
23,17,14,1,-3,3,7,2,-9,40,1,0,4,9,10,-20,-2,-27,0,7,-1,8,2,-3,7,2,2,1,1,1,2,-1,-2,-5,0,-1,0,0,-5,0,0,1,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,-1
-23,-17,-14,-1,3,-3,-7,-2,9,-40,-1,1,-4,-9,-10,20,2,27,0,-7,1,-8,-2,3,-7,-2,-2,-1,-1,0,-2,1,2,5,0,1,0,0,5,0,0,-1,0,-1,0,0,0,0,0,0,-3,0,1,1,0,0,0,0,0,0,0,0,1
-154,-3,-16,-14,1,-3,0,5,-5,-14,-2,0,-6,2,5,-4,10,11,11,6,-6,-4,2,3,-8,0,-15,-8,1,0,-3,-1,5,-3,0,3,0,0,3,1,0,0,1,-4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
154,3,16,14,-1,3,0,-5,5,14,2,1,6,-2,-5,4,-10,-11,-11,-6,6,4,-2,-3,8,2,15,8,0,1,3,1,-5,3,0,-3,0,0,-3,-1,0,0,-1,4,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1
77,-6,-10,3,-4,2,5,1,2,-6,10,0,0,-2,-2,-11,-12,12,0,5,3,-2,-4,-2,5,1,2,-6,0,0,7,2,-4,-5,1,4,0,0,-1,0,0,0,0,-4,0,2,0,0,0,0,-1,0,3,0,0,0,0,0,0,0,0,0,-1
-77,6,10,-3,4,-2,-5,-1,-2,6,-10,1,0,2,2,11,12,-12,0,-5,-3,2,4,2,-5,-1,-2,6,0,0,-7,-2,4,5,0,0,0,0,1,1,1,4,0,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-108,-15,5,-16,-2,2,-7,6,-4,-8,-3,0,0,4,3,-3,8,4,5,7,-5,-1,1,3,-9,1,-16,-10,1,0,-4,2,-5,3,0,0,0,0,-2,3,0,0,-1,0,0,0,1,0,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,1
108,15,-5,16,2,-2,7,-6,4,8,3,0,0,-4,-3,3,-8,-4,-5,-7,5,1,-1,-3,9,-1,16,10,-1,2,4,0,5,-3,0,0,0,1,2,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1
43,-1,-2,-14,4,-4,-3,2,6,-7,0,1,-10,2,-6,21,12,-7,-6,-6,3,4,1,-4,-18,-1,16,-4,0,1,-3,-2,4,-3,0,-4,1,0,2,1,0,-1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1
-43,1,2,14,-4,4,3,-2,-6,7,0,0,10,-2,6,-21,-12,7,6,6,-3,-4,-1,4,18,1,-16,4,0,0,3,2,0,3,0,4,0,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1
448,14,-3,12,3,-2,-8,-1,-7,31,-2,0,3,3,7,-10,-10,-23,-10,2,2,10,2,2,3,1,18,15,5,2,2,2,-1,3,0,1,0,2,1,0,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-448,-14,3,-12,-3,2,8,1,7,-31,2,0,-3,-3,-7,10,10,23,10,-2,-2,-10,-2,-2,-3,0,-18,-15,0,0,-2,-2,1,-3,0,-1,0,0,0,2,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
444,6,11,6,19,-17,-7,6,-2,46,11,0,8,2,2,-34,-20,-27,-13,15,-4,9,3,-3,7,1,34,17,6,4,2,4,0,0,0,-5,2,1,-6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-444,-6,-11,-6,-19,17,7,-6,2,-46,-11,0,-8,-2,-2,34,20,27,13,-15,4,-9,-3,3,-7,-1,-34,-17,0,0,-2,0,3,3,0,5,0,0,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-1
273,-8,6,17,10,-10,-1,-1,1,30,6,0,0,-3,-1,-1,-10,-24,-8,-5,3,1,-1,-4,1,0,4,3,1,0,6,1,0,-1,0,-7,0,1,-10,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,-1
-273,8,-6,-17,-10,10,1,1,-1,-30,-6,0,0,3,1,1,10,24,8,5,-3,-1,1,4,-1,0,-4,-3,-1,1,-6,-1,3,1,0,7,1,-1,10,0,0,2,0,3,0,2,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,5,-1
144,-7,-13,-7,2,-2,0,4,-6,25,-3,0,-1,-2,6,-21,-5,-16,16,12,8,7,-2,2,12,-4,15,-11,5,1,0,-2,0,3,0,1,2,2,-1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-144,7,13,7,-2,2,0,-4,6,-25,3,0,1,2,-6,21,5,16,-16,-12,-8,-7,2,-2,-12,4,-15,11,-5,-1,0,2,0,-3,1,-1,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,1,-11,-11,5,-4,8,0,-4,24,8,0,4,1,4,-15,-12,-14,-1,5,6,4,3,-6,-4,1,-12,9,-1,1,3,-1,-3,0,0,0,0,0,-5,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
-200,-1,11,11,-5,4,-8,0,4,-24,-8,0,-4,-1,-4,15,12,14,1,-5,-6,-4,0,6,4,-1,12,-9,1,0,-3,1,3,1,0,0,0,1,5,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-1
-210,-14,-8,-2,-2,1,-8,13,-12,1,-4,0,-2,-3,13,20,5,-6,0,-15,2,-4,-6,-1,-11,11,-18,-7,0,0,1,-3,4,0,0,-3,0,0,6,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-1
210,14,8,2,2,-1,8,-13,12,-1,4,0,2,3,-13,-20,-5,6,0,15,-2,4,6,1,11,-11,18,7,1,2,-1,3,-4,0,0,3,0,0,-6,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36,-12,0,4,-1,3,-4,-2,11,24,12,0,3,0,-11,-7,1,-19,-9,1,-4,1,4,-2,-4,2,-6,7,-1,0,-2,0,3,-1,0,0,0,0,-3,1,0,0,-2,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1
-36,12,0,-4,1,-3,4,2,-11,-24,-12,0,0,0,11,7,-1,19,9,-1,4,-1,-4,2,4,-2,6,-7,1,0,2,0,0,1,0,5,0,0,3,-1,0,0,2,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1
-129,-10,1,-6,-4,7,-6,-4,5,-23,0,1,0,2,-6,0,-3,25,5,-2,4,4,-1,0,-2,1,-1,1,-3,0,-9,0,-5,6,0,-1,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
129,10,-1,6,4,-7,6,4,-5,23,0,0,0,-2,6,0,3,-25,-5,2,-4,-4,1,0,2,-1,1,-1,3,0,9,0,5,-6,0,1,1,0,-2,0,0,0,0,0,0,3,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1
5,-3,-12,7,-12,10,7,2,9,10,0,0,-8,0,-8,-8,1,-3,9,1,-5,-7,-4,-1,-4,-1,-3,-18,2,0,2,0,0,2,0,-1,2,3,0,1,0,1,0,-1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1
-5,3,12,-7,12,-10,-7,-2,-9,-10,0,0,8,0,8,8,-1,3,-9,-1,5,7,4,1,4,1,3,18,-2,3,-2,0,0,-2,0,1,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-167,-15,5,-12,4,-5,-4,0,9,2,-9,0,-5,5,-9,-4,0,5,-1,-2,0,1,0,1,-1,1,-20,-6,-3,0,-3,1,0,1,0,2,0,0,6,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
167,15,-5,12,-4,5,4,0,-9,-2,9,0,5,0,9,4,0,-5,1,2,0,-1,0,-1,1,-1,20,6,3,0,3,-1,0,-1,0,-2,0,0,-6,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-25,-5,9,13,1,-1,-3,-4,-2,16,-11,0,1,1,2,-7,-10,-8,-6,-2,8,4,-2,13,11,0,0,9,-1,0,-2,2,-2,-9,0,-1,0,0,-3,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,-1
25,5,-9,-13,-1,1,3,4,2,-16,11,0,-1,-1,-2,7,10,8,6,2,-8,-4,2,-13,-11,0,0,-9,1,1,2,0,2,9,0,1,0,0,3,2,0,2,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
160,3,2,6,7,-6,6,-5,-4,27,2,0,1,-1,6,-21,-5,-9,1,3,0,4,1,4,5,4,8,9,6,0,5,-1,2,2,1,-3,0,2,0,0,0,0,0,-2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
-160,-3,-2,-6,-7,6,-6,5,4,-27,-2,1,-1,1,-6,21,5,9,-1,-3,0,-4,-1,-4,-5,-4,-8,-9,-6,1,-5,1,0,-2,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1
-189,-16,-19,-8,-13,13,-3,2,0,-10,-2,0,-8,-3,0,6,12,4,1,0,2,-9,-1,-1,3,0,-17,-8,1,0,-1,0,4,1,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,-1
189,16,19,8,13,-13,3,-2,0,10,2,0,8,3,0,-6,-12,-4,-1,0,-2,9,1,1,-3,0,17,8,-1,4,1,0,-4,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,-3,9,-6,-1,0,0,-4,-1,9,-3,0,-9,-1,0,-4,0,-15,2,10,-9,-5,1,-7,1,2,-5,-1,5,-3,6,-2,0,1,0,-3,2,0,-3,1,0,0,5,-1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1
-22,3,-9,6,1,0,0,4,1,-9,3,0,9,1,0,4,0,15,-2,-10,9,5,-1,7,-1,-2,5,1,-5,3,-6,2,0,-1,0,3,0,1,3,-1,0,0,0,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1
63,-3,1,0,2,-3,7,-1,-5,-7,-8,0,-4,1,2,2,-2,6,14,-1,-13,-5,-1,-1,-2,2,4,-8,0,0,1,0,0,-1,1,1,0,0,-6,2,0,0,-1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
-63,3,-1,0,-2,3,-7,1,5,7,8,0,4,-1,-2,-2,2,-6,-14,1,13,5,1,1,2,0,-4,8,2,1,-1,3,0,1,0,-1,0,3,6,-2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-11,5,4,4,-7,7,1,-1,2,-2,4,0,1,-6,-2,8,-6,-4,-6,-2,3,0,-3,-4,11,-1,1,-1,-3,0,2,0,-4,9,0,-6,0,0,1,2,0,0,-1,-1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-1
11,-5,-4,-4,7,-7,-1,1,-2,2,-4,0,-1,6,2,-8,6,4,6,2,-3,0,3,4,-11,1,-1,1,3,0,-2,1,4,-9,0,6,0,3,-1,0,0,1,1,1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,1
-61,-12,5,-13,3,-4,-12,6,9,-2,-7,1,-3,4,-9,4,-2,-3,-8,1,10,4,-2,6,2,2,8,-3,2,0,2,-1,4,-2,0,-1,2,0,2,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
61,12,-5,13,-3,4,12,-6,-9,2,7,0,3,-4,9,-4,2,3,8,-1,-10,-4,2,-6,-2,-2,-8,3,-2,2,-2,1,-4,2,0,1,0,0,-2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1
153,8,16,4,21,-18,0,0,3,23,7,0,9,2,-3,-19,-19,-10,-2,6,2,10,9,3,17,-1,19,13,3,0,2,1,-2,8,0,-3,0,0,-3,0,0,0,0,-1,0,1,0,2,0,0,2,1,3,0,0,0,0,0,0,1,0,0,-1
-153,-8,-16,-4,-21,18,0,0,-3,-23,-7,0,-9,-2,3,19,19,10,2,-6,-2,-10,0,-3,-17,1,-19,-13,0,0,-2,-1,2,-8,0,3,0,1,3,5,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
16,3,-7,3,1,-1,-3,6,-9,56,10,0,2,1,8,-20,-10,-32,-1,-4,10,4,-1,-8,4,6,33,6,2,0,-3,0,-2,-1,0,-2,0,0,0,0,0,0,-1,-5,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1
-16,-3,7,-3,-1,1,3,-6,9,-56,-10,0,-2,-1,-8,20,10,32,1,4,-10,-4,1,8,-4,-6,-33,-6,0,1,3,0,2,1,0,2,0,0,4,0,0,0,1,5,0,0,0,0,0,0,-2,0,0,0,0,0,1,0,0,0,0,0,-1
-415,-20,-8,4,-1,1,-1,1,-5,-29,-1,0,-9,0,5,-1,18,26,4,3,2,-6,0,4,-15,3,-26,-10,-2,0,-5,-5,1,4,0,-3,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
415,20,8,-4,1,-1,1,-1,5,29,1,1,9,7,-5,1,0,-26,-4,-3,-2,6,5,-4,15,-3,26,10,2,5,5,5,-1,-4,1,3,0,0,-3,0,0,0,1,-1,0,2,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1
-35,-7,5,-10,-4,3,-1,5,-4,-21,-7,0,-4,1,4,21,9,0,2,-1,0,3,1,9,-4,-2,18,-3,1,-2,1,-4,-2,0,1,0,1,0,1,0,0,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35,7,-5,10,4,-3,1,-5,4,21,7,1,4,-1,-4,-21,-9,0,-2,1,0,-3,-1,-9,4,2,-18,3,-1,2,-1,4,2,0,0,4,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,-1
77,-9,-8,6,-5,4,-3,15,-2,6,-4,0,-2,-4,3,-11,6,4,11,1,0,-7,-6,1,5,0,-17,-4,0,0,-1,-1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,-1
-77,9,8,-6,5,-4,3,-15,2,-6,4,0,2,4,-3,11,-6,-4,-11,-1,0,7,6,-1,-5,2,17,4,5,1,1,1,0,4,1,0,1,4,0,1,0,2,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-100,0,0,3,6,-6,-1,2,4,-15,-8,0,-3,0,-4,5,2,10,-3,0,-4,-3,0,7,-5,1,-12,-4,2,0,0,1,4,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1
100,0,0,-3,-6,6,1,-2,-4,15,8,0,3,4,4,-5,-2,-10,3,0,4,3,2,-7,5,-1,12,4,0,2,0,-1,-4,-1,0,0,0,-1,-3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
153,2,-2,5,-3,2,11,1,-7,24,6,0,1,-3,7,-3,-4,-13,-4,-9,-8,2,-3,-4,7,2,18,0,-5,1,2,-1,4,1,1,1,0,0,-9,-2,0,1,0,3,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-1
-153,-2,2,-5,3,-2,-11,-1,7,-24,-6,0,-1,3,-7,3,4,13,4,9,8,-2,3,4,-7,-2,-18,0,5,0,-2,1,-4,-1,0,-1,0,0,9,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1
-74,-7,-3,7,-11,11,7,4,2,-22,-3,0,-9,-5,-2,5,0,19,2,-1,0,-3,-2,0,4,-2,-13,-2,1,-2,-2,4,-6,-2,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1
74,7,3,-7,11,-11,-7,-4,-2,22,3,1,9,5,2,-5,0,-19,-2,1,0,3,2,0,-4,2,13,2,-1,2,2,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-37,-3,2,2,0,0,10,7,6,-28,-11,0,-5,-2,-6,12,0,18,7,-2,5,-9,-1,6,3,-6,5,-8,0,0,2,2,4,-5,0,-4,0,0,1,1,0,1,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
37,3,-2,-2,0,0,-10,-7,-6,28,11,0,5,2,6,-12,0,-18,-7,2,-5,9,1,-6,-3,6,-5,8,2,1,-2,0,-4,5,0,4,0,2,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
147,7,16,3,11,-11,-16,-2,2,8,-1,0,5,-4,-3,2,-9,-15,1,5,-1,5,-4,-4,0,2,23,2,-1,3,5,1,0,4,0,4,0,0,-1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-147,-7,-16,-3,-11,11,16,2,-2,-8,1,3,-5,4,3,-2,9,15,-1,-5,1,-5,4,4,0,0,-23,-2,1,-3,-5,0,0,-4,0,-4,0,0,1,1,0,0,-4,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
-62,-10,-2,-1,-1,1,0,-6,11,-37,-6,0,3,0,-10,19,10,27,1,-9,-2,4,-1,6,2,2,-11,-11,0,1,-2,-1,1,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1
62,10,2,1,1,-1,0,6,-11,37,6,0,-3,3,10,-19,-10,-27,-1,9,2,-4,1,-6,-2,-2,11,11,1,-1,2,1,-1,3,0,-3,1,3,-2,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1
-173,-6,6,0,2,-2,0,3,-3,-10,-5,0,2,-4,3,8,5,3,7,-1,-5,-10,-7,-4,-10,-3,-20,-6,-4,1,-1,-3,3,-1,0,0,0,1,-1,1,0,0,0,-1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,-1
173,6,-6,0,-2,2,0,-3,3,10,5,0,-2,4,-3,-8,-5,-3,-7,1,5,10,7,4,10,3,20,6,4,-1,1,3,-3,1,0,4,2,-1,1,0,0,0,0,1,0,0,0,1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,1
-144,-23,-3,-10,1,-1,1,-2,2,-2,0,0,-2,4,-1,-7,11,1,3,9,10,0,-1,4,-2,2,7,-8,-2,-1,2,0,-1,0,0,2,0,0,0,0,0,1,0,-2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,23,3,10,-1,1,-1,2,-2,2,0,1,2,-4,1,7,-11,-1,-3,-9,-10,0,1,-4,2,-2,-7,8,2,1,-2,2,1,0,0,-2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1
-31,4,6,10,1,-1,3,3,6,-17,0,1,0,1,-6,24,3,9,-1,-14,2,-2,0,8,8,3,-13,4,0,0,2,1,-4,0,0,3,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,-4,-6,-10,-1,1,-3,-3,-6,17,0,0,0,-1,6,-24,-3,-9,1,14,-2,2,1,-8,-8,0,13,-4,1,0,-2,-1,4,0,0,-3,0,2,0,0,0,0,2,-2,0,0,0,1,1,0,2,0,2,0,0,1,0,1,0,0,0,0,-1
135,13,-3,6,-11,11,1,6,-3,5,1,0,2,-3,3,0,-5,-3,-7,0,-8,-2,-2,3,5,0,37,0,0,0,1,0,-3,0,1,1,0,-1,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-135,-13,3,-6,11,-11,-1,-6,3,-5,-1,1,-2,3,-3,0,5,3,7,0,8,2,2,-3,-5,0,-37,0,0,1,-1,0,3,0,0,-1,0,1,-4,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,-5,-2,0,3,-3,0,-1,1,20,5,1,1,3,-1,-7,-12,-10,-11,-3,7,7,3,-3,12,-2,9,9,5,-2,5,3,0,4,0,1,0,1,-2,0,0,-2,1,0,0,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-1
-204,5,2,0,-3,3,0,1,-1,-20,-5,0,-1,-3,1,7,12,10,11,3,-7,-7,-3,3,-12,2,-9,-9,-5,2,-5,-3,6,0,1,-1,0,-1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
-35,-1,-2,6,0,1,-1,-1,-1,44,-1,0,1,-5,1,-27,-1,-17,6,0,-6,3,3,1,0,4,-3,-3,-6,0,-5,-1,-1,-6,0,2,-2,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-1
35,1,2,-6,0,-1,1,1,1,-44,1,0,0,5,-1,27,1,17,-6,0,6,-3,-3,-1,0,-4,3,3,6,0,5,1,1,6,1,-2,2,2,-5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-13,-1,14,-12,5,-4,-7,7,5,2,0,0,-3,7,-5,2,-3,0,-10,-3,8,0,0,-1,2,2,-18,3,3,1,1,-1,-6,2,0,1,0,1,1,0,0,3,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
13,1,-14,12,-5,4,7,-7,-5,-2,0,1,3,-7,5,-2,3,0,10,3,-8,0,0,1,-2,0,18,-3,-3,0,-1,1,6,-2,0,0,0,0,-1,0,0,0,1,2,0,0,1,1,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,-1
45,10,18,-6,-11,11,12,2,-12,21,1,0,-2,-5,13,-5,-9,-16,2,0,4,2,0,1,3,-3,7,6,7,-1,0,-2,5,5,0,0,0,3,0,0,0,1,0,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1
-45,-10,-18,6,11,-11,-12,-2,12,-21,-1,2,2,5,-13,5,9,16,-2,0,-4,-2,3,-1,-3,3,-7,-6,0,1,0,2,0,-5,0,3,0,0,4,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
89,9,0,1,-4,2,4,-3,-3,16,7,0,3,0,3,-5,-10,-10,0,-1,3,7,3,-5,14,1,-6,5,0,0,-1,0,-3,2,0,1,0,0,4,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1
-89,-9,0,-1,4,-2,-4,3,3,-16,-7,0,-3,0,-3,5,10,10,0,1,-3,-7,-3,5,-14,-1,6,-5,1,0,1,0,3,0,0,-1,0,1,-4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-213,-9,-4,-9,4,-4,1,0,1,3,-3,0,-2,-6,-1,-8,8,-1,-10,7,-4,0,0,1,2,1,-15,3,-6,1,-3,0,4,1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
